Forest,Permit number,Issue date,Number of trees,Permit cost,Expiration date
Arapaho and Roosevelt,6397,11/7/2019,1,20,1/6/2020
Okanogan-Wenatchee,6398,11/7/2019,2,10,12/31/2019
Arapaho and Roosevelt,6399,11/7/2019,1,20,1/6/2020
Arapaho and Roosevelt,6400,11/7/2019,2,40,1/6/2020
Arapaho and Roosevelt,6401,11/7/2019,1,20,1/6/2020
Arapaho and Roosevelt,6402,11/7/2019,1,20,1/6/2020
Arapaho and Roosevelt,6403,11/7/2019,1,20,1/6/2020
Okanogan-Wenatchee,6405,11/7/2019,1,5,12/31/2019
Arapaho and Roosevelt,6404,11/7/2019,1,20,1/6/2020
Arapaho and Roosevelt,6407,11/7/2019,1,20,1/6/2020
Arapaho and Roosevelt,6408,11/7/2019,2,40,1/6/2020
Okanogan-Wenatchee,6409,11/7/2019,1,5,12/31/2019
Arapaho and Roosevelt,6410,11/7/2019,1,20,1/6/2020
Arapaho and Roosevelt,6411,11/7/2019,2,40,1/6/2020
Arapaho and Roosevelt,6412,11/7/2019,1,20,1/6/2020
Arapaho and Roosevelt,6413,11/7/2019,1,20,1/6/2020
Arapaho and Roosevelt,6414,11/7/2019,1,20,1/6/2020
Arapaho and Roosevelt,6416,11/8/2019,1,20,1/6/2020
Arapaho and Roosevelt,6415,11/8/2019,2,40,1/6/2020
Rogue River-Siskiyou,6417,11/8/2019,1,5,12/25/2019
Arapaho and Roosevelt,6418,11/8/2019,1,20,1/6/2020
Arapaho and Roosevelt,6419,11/8/2019,1,20,1/6/2020
Okanogan-Wenatchee,6422,11/8/2019,1,5,12/31/2019
Arapaho and Roosevelt,6423,11/8/2019,2,40,1/6/2020
Rogue River-Siskiyou,6424,11/8/2019,1,5,12/25/2019
Arapaho and Roosevelt,6426,11/8/2019,1,20,1/6/2020
Arapaho and Roosevelt,6427,11/8/2019,2,40,1/6/2020
Arapaho and Roosevelt,6429,11/8/2019,1,20,1/6/2020
Arapaho and Roosevelt,6430,11/8/2019,1,20,1/6/2020
Rogue River-Siskiyou,6431,11/8/2019,1,5,12/25/2019
Rogue River-Siskiyou,6432,11/8/2019,4,20,12/25/2019
Rogue River-Siskiyou,6433,11/8/2019,1,5,12/25/2019
Arapaho and Roosevelt,6435,11/8/2019,1,20,1/6/2020
Rogue River-Siskiyou,6436,11/8/2019,1,5,12/25/2019
Rogue River-Siskiyou,6439,11/8/2019,1,5,12/25/2019
Arapaho and Roosevelt,6441,11/8/2019,2,40,1/6/2020
Rogue River-Siskiyou,6442,11/8/2019,1,5,12/25/2019
Rogue River-Siskiyou,6443,11/8/2019,1,5,12/25/2019
Arapaho and Roosevelt,6444,11/8/2019,1,20,1/6/2020
Arapaho and Roosevelt,6445,11/8/2019,2,40,1/6/2020
Arapaho and Roosevelt,6446,11/8/2019,1,20,1/6/2020
Rogue River-Siskiyou,6447,11/8/2019,1,5,12/25/2019
Okanogan-Wenatchee,6448,11/8/2019,2,10,12/31/2019
Arapaho and Roosevelt,6449,11/8/2019,1,20,1/6/2020
Arapaho and Roosevelt,6450,11/8/2019,1,20,1/6/2020
Okanogan-Wenatchee,6451,11/8/2019,1,5,12/31/2019
Arapaho and Roosevelt,6452,11/8/2019,1,20,1/6/2020
Okanogan-Wenatchee,6453,11/8/2019,2,10,12/31/2019
Arapaho and Roosevelt,6454,11/9/2019,1,20,1/6/2020
Rogue River-Siskiyou,6455,11/9/2019,1,5,12/25/2019
Arapaho and Roosevelt,6458,11/9/2019,1,20,1/6/2020
Okanogan-Wenatchee,6459,11/9/2019,1,5,12/31/2019
Arapaho and Roosevelt,6460,11/9/2019,2,40,1/6/2020
Arapaho and Roosevelt,6461,11/9/2019,1,20,1/6/2020
Arapaho and Roosevelt,6462,11/9/2019,1,20,1/6/2020
Arapaho and Roosevelt,6464,11/9/2019,1,20,1/6/2020
Arapaho and Roosevelt,6465,11/9/2019,1,20,1/6/2020
Okanogan-Wenatchee,6466,11/9/2019,1,5,12/31/2019
Arapaho and Roosevelt,6467,11/9/2019,1,20,1/6/2020
Arapaho and Roosevelt,6468,11/9/2019,1,20,1/6/2020
Okanogan-Wenatchee,6469,11/9/2019,2,10,12/31/2019
Fremont-Winema,6471,11/9/2019,1,5,12/25/2019
Arapaho and Roosevelt,6472,11/9/2019,1,20,1/6/2020
Arapaho and Roosevelt,6474,11/9/2019,1,20,1/6/2020
Okanogan-Wenatchee,6475,11/9/2019,1,5,12/31/2019
Arapaho and Roosevelt,6476,11/9/2019,2,40,1/6/2020
Arapaho and Roosevelt,6477,11/9/2019,1,20,1/6/2020
Arapaho and Roosevelt,6478,11/9/2019,1,20,1/6/2020
Rogue River-Siskiyou,6479,11/9/2019,2,10,12/25/2019
Arapaho and Roosevelt,6480,11/9/2019,1,20,1/6/2020
Arapaho and Roosevelt,6481,11/9/2019,1,20,1/6/2020
Okanogan-Wenatchee,6482,11/9/2019,1,5,12/31/2019
Arapaho and Roosevelt,6485,11/9/2019,1,20,1/6/2020
Arapaho and Roosevelt,6484,11/9/2019,1,20,1/6/2020
Okanogan-Wenatchee,6486,11/9/2019,1,5,12/31/2019
Arapaho and Roosevelt,6487,11/9/2019,1,20,1/6/2020
Rogue River-Siskiyou,6488,11/9/2019,1,5,12/25/2019
Okanogan-Wenatchee,6490,11/10/2019,2,10,12/31/2019
Arapaho and Roosevelt,6491,11/10/2019,1,20,1/6/2020
Arapaho and Roosevelt,6492,11/10/2019,1,20,1/6/2020
Arapaho and Roosevelt,6493,11/10/2019,1,20,1/6/2020
Arapaho and Roosevelt,6495,11/10/2019,1,20,1/6/2020
Arapaho and Roosevelt,6496,11/10/2019,1,20,1/6/2020
Arapaho and Roosevelt,6497,11/10/2019,1,20,1/6/2020
Arapaho and Roosevelt,6498,11/10/2019,1,20,1/6/2020
Okanogan-Wenatchee,6501,11/10/2019,1,5,12/31/2019
Okanogan-Wenatchee,6500,11/10/2019,1,5,12/31/2019
Arapaho and Roosevelt,6502,11/10/2019,1,20,1/6/2020
Okanogan-Wenatchee,6505,11/10/2019,1,5,12/31/2019
Arapaho and Roosevelt,6504,11/10/2019,1,20,1/6/2020
Rogue River-Siskiyou,6506,11/10/2019,5,25,12/25/2019
Arapaho and Roosevelt,6507,11/10/2019,2,40,1/6/2020
Arapaho and Roosevelt,6509,11/10/2019,1,20,1/6/2020
Arapaho and Roosevelt,6510,11/10/2019,2,40,1/6/2020
Rogue River-Siskiyou,6511,11/10/2019,1,5,12/25/2019
Arapaho and Roosevelt,6513,11/10/2019,1,20,1/6/2020
Arapaho and Roosevelt,6515,11/10/2019,1,20,1/6/2020
Fremont-Winema,6518,11/10/2019,5,25,12/25/2019
Arapaho and Roosevelt,6519,11/10/2019,1,20,1/6/2020
Arapaho and Roosevelt,6521,11/10/2019,1,20,1/6/2020
Arapaho and Roosevelt,6524,11/10/2019,1,20,1/6/2020
Arapaho and Roosevelt,6525,11/10/2019,1,20,1/6/2020
Okanogan-Wenatchee,6526,11/10/2019,1,5,12/31/2019
Arapaho and Roosevelt,6527,11/10/2019,1,20,1/6/2020
Rogue River-Siskiyou,6528,11/10/2019,1,5,12/25/2019
Arapaho and Roosevelt,6529,11/10/2019,1,20,1/6/2020
Arapaho and Roosevelt,6530,11/10/2019,1,20,1/6/2020
Okanogan-Wenatchee,6531,11/10/2019,1,5,12/31/2019
Arapaho and Roosevelt,6532,11/10/2019,1,20,1/6/2020
Arapaho and Roosevelt,6535,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6536,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6537,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6539,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6543,11/11/2019,2,40,1/6/2020
Arapaho and Roosevelt,6544,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6545,11/11/2019,1,20,1/6/2020
Okanogan-Wenatchee,6546,11/11/2019,2,10,12/31/2019
Arapaho and Roosevelt,6547,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6548,11/11/2019,1,20,1/6/2020
Okanogan-Wenatchee,6549,11/11/2019,1,5,12/31/2019
Arapaho and Roosevelt,6550,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6551,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6552,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6553,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6554,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6555,11/11/2019,2,40,1/6/2020
Okanogan-Wenatchee,6557,11/11/2019,2,10,12/31/2019
Arapaho and Roosevelt,6558,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6559,11/11/2019,1,20,1/6/2020
Rogue River-Siskiyou,6560,11/11/2019,2,10,12/25/2019
Arapaho and Roosevelt,6563,11/11/2019,2,40,1/6/2020
Arapaho and Roosevelt,6565,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6564,11/11/2019,2,40,1/6/2020
Arapaho and Roosevelt,6566,11/11/2019,2,40,1/6/2020
Arapaho and Roosevelt,6567,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6569,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6568,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6570,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6571,11/11/2019,1,20,1/6/2020
Okanogan-Wenatchee,6572,11/11/2019,2,10,12/31/2019
Arapaho and Roosevelt,6574,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6573,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6575,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6576,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6577,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6578,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6579,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6582,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6584,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6585,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6586,11/11/2019,3,60,1/6/2020
Arapaho and Roosevelt,6587,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6588,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6589,11/11/2019,1,20,1/6/2020
Okanogan-Wenatchee,6590,11/11/2019,1,5,12/31/2019
Okanogan-Wenatchee,6591,11/11/2019,2,10,12/31/2019
Rogue River-Siskiyou,6593,11/11/2019,2,10,12/25/2019
Arapaho and Roosevelt,6596,11/11/2019,1,20,1/6/2020
Okanogan-Wenatchee,6597,11/11/2019,1,5,12/31/2019
Arapaho and Roosevelt,6599,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6600,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6601,11/11/2019,1,20,1/6/2020
Rogue River-Siskiyou,6603,11/11/2019,1,5,12/25/2019
Arapaho and Roosevelt,6604,11/11/2019,1,20,1/6/2020
Arapaho and Roosevelt,6605,11/11/2019,1,20,1/6/2020
Mt. Baker-Snoqualmie,6607,11/12/2019,1,10,12/30/2019
Mt. Baker-Snoqualmie,6608,11/12/2019,1,10,12/30/2019
Arapaho and Roosevelt,6609,11/12/2019,1,20,1/6/2020
Mt. Baker-Snoqualmie,6611,11/12/2019,1,10,12/30/2019
Mt. Baker-Snoqualmie,6612,11/12/2019,1,10,12/30/2019
Mt. Baker-Snoqualmie,6613,11/12/2019,1,10,12/30/2019
Arapaho and Roosevelt,6614,11/12/2019,1,20,1/6/2020
Mt. Baker-Snoqualmie,6615,11/12/2019,1,10,12/30/2019
Mt. Baker-Snoqualmie,6616,11/12/2019,2,20,12/30/2019
Rogue River-Siskiyou,6617,11/12/2019,1,5,12/25/2019
Mt. Baker-Snoqualmie,6618,11/12/2019,1,10,12/30/2019
Mt. Baker-Snoqualmie,6619,11/12/2019,1,10,12/30/2019
Arapaho and Roosevelt,6620,11/12/2019,1,20,1/6/2020
Mt. Baker-Snoqualmie,6622,11/12/2019,1,10,12/30/2019
Willamette,6621,11/12/2019,1,5,1/6/2020
Okanogan-Wenatchee,6623,11/12/2019,2,10,12/31/2019
Willamette,6624,11/12/2019,1,5,1/6/2020
Mt. Baker-Snoqualmie,6625,11/12/2019,1,10,12/30/2019
Arapaho and Roosevelt,6627,11/12/2019,1,20,1/6/2020
Mt. Baker-Snoqualmie,6628,11/12/2019,3,30,12/30/2019
Rogue River-Siskiyou,6629,11/12/2019,3,15,12/25/2019
Mt. Baker-Snoqualmie,6631,11/12/2019,1,10,12/30/2019
Mt. Baker-Snoqualmie,6632,11/12/2019,1,10,12/30/2019
Mt. Baker-Snoqualmie,6633,11/12/2019,2,20,12/30/2019
Mt. Baker-Snoqualmie,6635,11/12/2019,1,10,12/30/2019
Mt. Baker-Snoqualmie,6634,11/12/2019,3,30,12/30/2019
Mt. Baker-Snoqualmie,6636,11/12/2019,1,10,12/30/2019
Mt. Baker-Snoqualmie,6637,11/12/2019,1,10,12/30/2019
Arapaho and Roosevelt,6638,11/12/2019,1,20,1/6/2020
Mt. Baker-Snoqualmie,6639,11/12/2019,1,10,12/30/2019
Arapaho and Roosevelt,6640,11/12/2019,5,100,1/6/2020
Mt. Baker-Snoqualmie,6641,11/12/2019,1,10,12/30/2019
Mt. Baker-Snoqualmie,6642,11/12/2019,1,10,12/30/2019
Willamette,6643,11/12/2019,1,5,1/6/2020
Mt. Baker-Snoqualmie,6644,11/12/2019,1,10,12/30/2019
Arapaho and Roosevelt,6645,11/12/2019,1,20,1/6/2020
Arapaho and Roosevelt,6647,11/12/2019,1,20,1/6/2020
Willamette,6646,11/12/2019,1,5,1/6/2020
Mt. Baker-Snoqualmie,6648,11/12/2019,2,20,12/30/2019
Okanogan-Wenatchee,6650,11/12/2019,2,10,12/31/2019
Okanogan-Wenatchee,6651,11/12/2019,1,5,12/31/2019
Mt. Baker-Snoqualmie,6652,11/12/2019,1,10,12/30/2019
Arapaho and Roosevelt,6654,11/12/2019,1,20,1/6/2020
Mt. Baker-Snoqualmie,6655,11/12/2019,1,10,12/30/2019
Mt. Baker-Snoqualmie,6656,11/12/2019,1,10,12/30/2019
Arapaho and Roosevelt,6657,11/12/2019,1,20,1/6/2020
Mt. Baker-Snoqualmie,6658,11/12/2019,1,10,12/30/2019
Mt. Baker-Snoqualmie,6660,11/12/2019,1,10,12/30/2019
Willamette,6661,11/12/2019,1,5,1/6/2020
Willamette,6663,11/12/2019,2,10,1/6/2020
Mt. Baker-Snoqualmie,6664,11/12/2019,1,10,12/30/2019
Arapaho and Roosevelt,6665,11/12/2019,1,20,1/6/2020
Mt. Baker-Snoqualmie,6666,11/12/2019,1,10,12/30/2019
Mt. Baker-Snoqualmie,6668,11/12/2019,2,20,12/30/2019
Arapaho and Roosevelt,6669,11/12/2019,1,20,1/6/2020
Mt. Baker-Snoqualmie,6673,11/12/2019,1,10,12/30/2019
Mt. Baker-Snoqualmie,6671,11/12/2019,1,10,12/30/2019
Mt. Baker-Snoqualmie,6675,11/12/2019,1,10,12/30/2019
Mt. Baker-Snoqualmie,6676,11/12/2019,1,10,12/30/2019
Willamette,6674,11/12/2019,3,15,1/6/2020
Arapaho and Roosevelt,6677,11/12/2019,1,20,1/6/2020
Mt. Baker-Snoqualmie,6678,11/12/2019,2,20,12/30/2019
Willamette,6679,11/12/2019,1,5,1/6/2020
Arapaho and Roosevelt,6680,11/12/2019,3,60,1/6/2020
Willamette,6681,11/12/2019,2,10,1/6/2020
Mt. Baker-Snoqualmie,6683,11/12/2019,1,10,12/30/2019
Arapaho and Roosevelt,6684,11/12/2019,3,60,1/6/2020
Arapaho and Roosevelt,6686,11/12/2019,1,20,1/6/2020
Arapaho and Roosevelt,6685,11/12/2019,1,20,1/6/2020
Arapaho and Roosevelt,6687,11/12/2019,1,20,1/6/2020
Willamette,6690,11/12/2019,1,5,1/6/2020
Mt. Baker-Snoqualmie,6692,11/12/2019,3,30,12/30/2019
Mt. Baker-Snoqualmie,6693,11/12/2019,1,10,12/30/2019
Mt. Baker-Snoqualmie,6695,11/12/2019,1,10,12/30/2019
Arapaho and Roosevelt,6698,11/12/2019,1,20,1/6/2020
Willamette,6700,11/12/2019,1,5,1/6/2020
Mt. Baker-Snoqualmie,6701,11/12/2019,1,10,12/30/2019
Arapaho and Roosevelt,6702,11/12/2019,1,20,1/6/2020
Mt. Baker-Snoqualmie,6707,11/12/2019,3,30,12/30/2019
Arapaho and Roosevelt,6706,11/12/2019,1,20,1/6/2020
Willamette,6709,11/12/2019,2,10,1/6/2020
Mt. Baker-Snoqualmie,6710,11/12/2019,1,10,12/30/2019
Mt. Baker-Snoqualmie,6711,11/12/2019,1,10,12/30/2019
Rogue River-Siskiyou,6712,11/12/2019,1,5,12/25/2019
Okanogan-Wenatchee,6713,11/12/2019,1,5,12/31/2019
Mt. Baker-Snoqualmie,6714,11/12/2019,2,20,12/30/2019
Arapaho and Roosevelt,6724,11/12/2019,1,20,1/6/2020
Arapaho and Roosevelt,6725,11/12/2019,1,20,1/6/2020
Mt. Baker-Snoqualmie,6726,11/12/2019,1,10,12/30/2019
Mt. Baker-Snoqualmie,6727,11/12/2019,1,10,12/30/2019
Mt. Baker-Snoqualmie,6728,11/12/2019,2,20,12/30/2019
Willamette,6730,11/13/2019,1,5,1/6/2020
Arapaho and Roosevelt,6731,11/13/2019,1,20,1/6/2020
Arapaho and Roosevelt,6732,11/13/2019,1,20,1/6/2020
Arapaho and Roosevelt,6733,11/13/2019,1,20,1/6/2020
Arapaho and Roosevelt,6735,11/13/2019,1,20,1/6/2020
Arapaho and Roosevelt,6736,11/13/2019,2,40,1/6/2020
Mt. Baker-Snoqualmie,6737,11/13/2019,2,20,12/30/2019
Willamette,6739,11/13/2019,3,15,1/6/2020
Arapaho and Roosevelt,6741,11/13/2019,1,20,1/6/2020
Arapaho and Roosevelt,6742,11/13/2019,1,20,1/6/2020
Mt. Baker-Snoqualmie,6743,11/13/2019,2,20,12/30/2019
Arapaho and Roosevelt,6744,11/13/2019,1,20,1/6/2020
Rogue River-Siskiyou,6745,11/13/2019,1,5,12/25/2019
Rogue River-Siskiyou,6746,11/13/2019,1,5,12/25/2019
Mt. Baker-Snoqualmie,6747,11/13/2019,1,10,12/30/2019
Okanogan-Wenatchee,6748,11/13/2019,1,5,12/31/2019
Mt. Baker-Snoqualmie,6749,11/13/2019,1,10,12/30/2019
Arapaho and Roosevelt,6750,11/13/2019,2,40,1/6/2020
Mt. Baker-Snoqualmie,6751,11/13/2019,1,10,12/30/2019
Mt. Baker-Snoqualmie,6752,11/13/2019,1,10,12/30/2019
Arapaho and Roosevelt,6753,11/13/2019,1,20,1/6/2020
Arapaho and Roosevelt,6754,11/13/2019,1,20,1/6/2020
Okanogan-Wenatchee,6755,11/13/2019,2,10,12/31/2019
Mt. Baker-Snoqualmie,6756,11/13/2019,1,10,12/30/2019
Rogue River-Siskiyou,6758,11/13/2019,2,10,12/25/2019
Okanogan-Wenatchee,6757,11/13/2019,1,5,12/31/2019
Arapaho and Roosevelt,6759,11/13/2019,2,40,1/6/2020
Mt. Baker-Snoqualmie,6761,11/13/2019,1,10,12/30/2019
Arapaho and Roosevelt,6762,11/13/2019,1,20,1/6/2020
Arapaho and Roosevelt,6763,11/13/2019,1,20,1/6/2020
Arapaho and Roosevelt,6766,11/13/2019,1,20,1/6/2020
Arapaho and Roosevelt,6765,11/13/2019,1,20,1/6/2020
Arapaho and Roosevelt,6767,11/13/2019,2,40,1/6/2020
Arapaho and Roosevelt,6768,11/13/2019,1,20,1/6/2020
Arapaho and Roosevelt,6769,11/13/2019,1,20,1/6/2020
Arapaho and Roosevelt,6770,11/13/2019,1,20,1/6/2020
Arapaho and Roosevelt,6773,11/13/2019,1,20,1/6/2020
Mt. Baker-Snoqualmie,6772,11/13/2019,2,20,12/30/2019
Okanogan-Wenatchee,6775,11/13/2019,1,5,12/31/2019
Arapaho and Roosevelt,6774,11/13/2019,1,20,1/6/2020
Arapaho and Roosevelt,6776,11/13/2019,1,20,1/6/2020
Okanogan-Wenatchee,6777,11/13/2019,1,5,12/31/2019
Arapaho and Roosevelt,6778,11/13/2019,1,20,1/6/2020
Mt. Baker-Snoqualmie,6779,11/13/2019,1,10,12/30/2019
Arapaho and Roosevelt,6782,11/13/2019,1,20,1/6/2020
Mt. Baker-Snoqualmie,6783,11/13/2019,1,10,12/30/2019
Mt. Baker-Snoqualmie,6784,11/13/2019,1,10,12/30/2019
Mt. Baker-Snoqualmie,6785,11/13/2019,1,10,12/30/2019
Okanogan-Wenatchee,6787,11/13/2019,2,10,12/31/2019
Mt. Baker-Snoqualmie,6788,11/13/2019,1,10,12/30/2019
Arapaho and Roosevelt,6789,11/13/2019,1,20,1/6/2020
Willamette,6790,11/13/2019,1,5,1/6/2020
Arapaho and Roosevelt,6791,11/13/2019,2,40,1/6/2020
Arapaho and Roosevelt,6792,11/13/2019,1,20,1/6/2020
Arapaho and Roosevelt,6796,11/13/2019,1,20,1/6/2020
Mt. Baker-Snoqualmie,6795,11/13/2019,2,20,12/30/2019
Arapaho and Roosevelt,6797,11/13/2019,1,20,1/6/2020
Okanogan-Wenatchee,6798,11/13/2019,1,5,12/31/2019
Arapaho and Roosevelt,6800,11/13/2019,1,20,1/6/2020
Willamette,6802,11/13/2019,1,5,1/6/2020
Willamette,6803,11/13/2019,1,5,1/6/2020
Mt. Baker-Snoqualmie,6804,11/13/2019,1,10,12/30/2019
Willamette,6806,11/13/2019,1,5,1/6/2020
Mt. Baker-Snoqualmie,6807,11/13/2019,2,20,12/30/2019
Arapaho and Roosevelt,6808,11/13/2019,2,40,1/6/2020
Fremont-Winema,6810,11/13/2019,2,10,12/25/2019
Rogue River-Siskiyou,6811,11/13/2019,1,5,12/25/2019
Mt. Hood,6814,11/14/2019,3,15,12/24/2019
Mt. Baker-Snoqualmie,6815,11/14/2019,2,20,12/30/2019
Okanogan-Wenatchee,6816,11/14/2019,1,5,12/31/2019
Gifford Pinchot,6817,11/14/2019,1,5,12/31/2019
Mt. Baker-Snoqualmie,6818,11/14/2019,2,20,12/30/2019
Gifford Pinchot,6821,11/14/2019,1,5,12/31/2019
Arapaho and Roosevelt,6822,11/14/2019,1,20,1/6/2020
Mt. Hood,6823,11/14/2019,2,10,12/24/2019
Gifford Pinchot,6824,11/14/2019,3,15,12/31/2019
Mt. Hood,6825,11/14/2019,2,10,12/24/2019
Gifford Pinchot,6827,11/14/2019,1,5,12/31/2019
Mt. Hood,6826,11/14/2019,1,5,12/24/2019
Arapaho and Roosevelt,6829,11/14/2019,2,40,1/6/2020
Mt. Baker-Snoqualmie,6830,11/14/2019,1,10,12/30/2019
Gifford Pinchot,6831,11/14/2019,1,5,12/31/2019
Arapaho and Roosevelt,6833,11/14/2019,2,40,1/6/2020
Mt. Hood,6832,11/14/2019,1,5,12/24/2019
Mt. Baker-Snoqualmie,6835,11/14/2019,1,10,12/30/2019
Gifford Pinchot,6838,11/14/2019,1,5,12/31/2019
Rogue River-Siskiyou,6837,11/14/2019,1,5,12/25/2019
Arapaho and Roosevelt,6839,11/14/2019,1,20,1/6/2020
Gifford Pinchot,6836,11/14/2019,1,5,12/31/2019
Arapaho and Roosevelt,6840,11/14/2019,1,20,1/6/2020
Mt. Baker-Snoqualmie,6841,11/14/2019,1,10,12/30/2019
Mt. Baker-Snoqualmie,6842,11/14/2019,1,10,12/30/2019
Mt. Hood,6843,11/14/2019,1,5,12/24/2019
Mt. Hood,6844,11/14/2019,4,20,12/24/2019
Okanogan-Wenatchee,6845,11/14/2019,2,10,12/31/2019
Mt. Hood,6846,11/14/2019,2,10,12/24/2019
Gifford Pinchot,6847,11/14/2019,2,10,12/31/2019
Gifford Pinchot,6848,11/14/2019,1,5,12/31/2019
Gifford Pinchot,6850,11/14/2019,1,5,12/31/2019
Gifford Pinchot,6849,11/14/2019,3,15,12/31/2019
Mt. Hood,6852,11/14/2019,1,5,12/24/2019
Mt. Hood,6853,11/14/2019,1,5,12/24/2019
Gifford Pinchot,6854,11/14/2019,1,5,12/31/2019
Arapaho and Roosevelt,6855,11/14/2019,1,20,1/6/2020
Mt. Hood,6856,11/14/2019,1,5,12/24/2019
Mt. Baker-Snoqualmie,6858,11/14/2019,1,10,12/30/2019
Arapaho and Roosevelt,6857,11/14/2019,2,40,1/6/2020
Mt. Hood,6859,11/14/2019,2,10,12/24/2019
Mt. Hood,6861,11/14/2019,1,5,12/24/2019
Arapaho and Roosevelt,6862,11/14/2019,1,20,1/6/2020
Arapaho and Roosevelt,6863,11/14/2019,1,20,1/6/2020
Gifford Pinchot,6864,11/14/2019,1,5,12/31/2019
Willamette,6865,11/14/2019,1,5,1/6/2020
Arapaho and Roosevelt,6866,11/14/2019,1,20,1/6/2020
Arapaho and Roosevelt,6867,11/14/2019,1,20,1/6/2020
Mt. Hood,6868,11/14/2019,2,10,12/24/2019
Gifford Pinchot,6869,11/14/2019,3,15,12/31/2019
Gifford Pinchot,6871,11/14/2019,2,10,12/31/2019
Willamette,6872,11/14/2019,1,5,1/6/2020
Mt. Baker-Snoqualmie,6873,11/14/2019,1,10,12/30/2019
Arapaho and Roosevelt,6874,11/14/2019,1,20,1/6/2020
Gifford Pinchot,6870,11/14/2019,1,5,12/31/2019
Mt. Hood,6875,11/14/2019,1,5,12/24/2019
Willamette,6876,11/14/2019,1,5,1/6/2020
Mt. Hood,6877,11/14/2019,1,5,12/24/2019
Okanogan-Wenatchee,6878,11/14/2019,1,5,12/31/2019
Mt. Baker-Snoqualmie,6879,11/14/2019,1,10,12/30/2019
Arapaho and Roosevelt,6880,11/14/2019,1,20,1/6/2020
Arapaho and Roosevelt,6881,11/14/2019,1,20,1/6/2020
Arapaho and Roosevelt,6882,11/14/2019,1,20,1/6/2020
Mt. Hood,6883,11/14/2019,4,20,12/24/2019
Mt. Hood,6884,11/14/2019,1,5,12/24/2019
Mt. Baker-Snoqualmie,6885,11/14/2019,1,10,12/30/2019
Okanogan-Wenatchee,6887,11/14/2019,2,10,12/31/2019
Mt. Hood,6888,11/14/2019,1,5,12/24/2019
Mt. Baker-Snoqualmie,6890,11/14/2019,1,10,12/30/2019
Willamette,6889,11/14/2019,1,5,1/6/2020
Arapaho and Roosevelt,6891,11/14/2019,1,20,1/6/2020
Arapaho and Roosevelt,6892,11/14/2019,1,20,1/6/2020
Arapaho and Roosevelt,6893,11/14/2019,1,20,1/6/2020
Mt. Hood,6894,11/14/2019,1,5,12/24/2019
Gifford Pinchot,6895,11/14/2019,1,5,12/31/2019
Rogue River-Siskiyou,6896,11/14/2019,1,5,12/25/2019
Arapaho and Roosevelt,6898,11/14/2019,1,20,1/6/2020
Gifford Pinchot,6899,11/14/2019,1,5,12/31/2019
Arapaho and Roosevelt,6901,11/14/2019,1,20,1/6/2020
Mt. Baker-Snoqualmie,6902,11/14/2019,1,10,12/30/2019
Mt. Hood,6904,11/14/2019,2,10,12/24/2019
Mt. Hood,6907,11/14/2019,1,5,12/24/2019
Arapaho and Roosevelt,6908,11/14/2019,1,20,1/6/2020
Mt. Hood,6910,11/14/2019,1,5,12/24/2019
Mt. Hood,6911,11/14/2019,1,5,12/24/2019
Gifford Pinchot,6912,11/14/2019,2,10,12/31/2019
Mt. Hood,6916,11/14/2019,1,5,12/24/2019
Mt. Hood,6917,11/14/2019,2,10,12/24/2019
Arapaho and Roosevelt,6918,11/14/2019,1,20,1/6/2020
Gifford Pinchot,6919,11/14/2019,1,5,12/31/2019
Mt. Hood,6921,11/14/2019,1,5,12/24/2019
Mt. Hood,6922,11/14/2019,1,5,12/24/2019
